palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
省,sheng,(formulario encuadernado) para visitar (a los padres o ancianos), (formulario encuadernado) para visitar (a los padres o ancianos),Ejemplo de uso con 省 - (formulario encuadernado) para visitar (a los padres o ancianos),https://translate.google.com/translate_tts?ie=UTF-8&q=省&tl=zh&client=tw-ob,479216
喜,xi,ser aficionado a,ser aficionado a,Ejemplo de uso con 喜 - ser aficionado a,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,me gusta, me gusta,Ejemplo de uso con 喜 - me gusta,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,para disfrutar, para disfrutar,Ejemplo de uso con 喜 - para disfrutar,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,ser feliz, ser feliz,Ejemplo de uso con 喜 - ser feliz,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,sentirse complacido, sentirse complacido,Ejemplo de uso con 喜 - sentirse complacido,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,felicidad, felicidad,Ejemplo de uso con 喜 - felicidad,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,deleitar, deleitar,Ejemplo de uso con 喜 - deleitar,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
喜,xi,contento, contento,Ejemplo de uso con 喜 - contento,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob,472320
香,xiang,fragante,fragante,Ejemplo de uso con 香 - fragante,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,olor dulce, olor dulce,Ejemplo de uso con 香 - olor dulce,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,aromático, aromático,Ejemplo de uso con 香 - aromático,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,sabroso o apetitoso, sabroso o apetitoso,Ejemplo de uso con 香 - sabroso o apetitoso,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,(comer) con sabor, (comer) con sabor,Ejemplo de uso con 香 - (comer) con sabor,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,(de sueño) sonido, (de sueño) sonido,Ejemplo de uso con 香 - (de sueño) sonido,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,perfume o especias, perfume o especias,Ejemplo de uso con 香 - perfume o especias,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,Joss o palo de incienso, Joss o palo de incienso,Ejemplo de uso con 香 - Joss o palo de incienso,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
香,xiang,CL: 根 [Gen1], CL: 根 [Gen1],Ejemplo de uso con 香 - CL: 根 [Gen1],https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob,471906
所以,suo yi,por lo tanto,por lo tanto,Ejemplo de uso con 所以 - por lo tanto,https://translate.google.com/translate_tts?ie=UTF-8&q=所以&tl=zh&client=tw-ob,470336
所以,suo yi,como resultado, como resultado,Ejemplo de uso con 所以 - como resultado,https://translate.google.com/translate_tts?ie=UTF-8&q=所以&tl=zh&client=tw-ob,470336
所以,suo yi,entonces, entonces,Ejemplo de uso con 所以 - entonces,https://translate.google.com/translate_tts?ie=UTF-8&q=所以&tl=zh&client=tw-ob,470336
所以,suo yi,la razón por la cual, la razón por la cual,Ejemplo de uso con 所以 - la razón por la cual,https://translate.google.com/translate_tts?ie=UTF-8&q=所以&tl=zh&client=tw-ob,470336
不同,bu tong,diferente,diferente,Ejemplo de uso con 不同 - diferente,https://translate.google.com/translate_tts?ie=UTF-8&q=不同&tl=zh&client=tw-ob,470128
不同,bu tong,distinto, distinto,Ejemplo de uso con 不同 - distinto,https://translate.google.com/translate_tts?ie=UTF-8&q=不同&tl=zh&client=tw-ob,470128
不同,bu tong,no lo mismo, no lo mismo,Ejemplo de uso con 不同 - no lo mismo,https://translate.google.com/translate_tts?ie=UTF-8&q=不同&tl=zh&client=tw-ob,470128
不同,bu tong,no igual, no igual,Ejemplo de uso con 不同 - no igual,https://translate.google.com/translate_tts?ie=UTF-8&q=不同&tl=zh&client=tw-ob,470128
排,pai,una fila,una fila,Ejemplo de uso con 排 - una fila,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,una línea, una línea,Ejemplo de uso con 排 - una línea,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,para poner en orden, para poner en orden,Ejemplo de uso con 排 - para poner en orden,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,organizar, organizar,Ejemplo de uso con 排 - organizar,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,para alinearse, para alinearse,Ejemplo de uso con 排 - para alinearse,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,eliminar, eliminar,Ejemplo de uso con 排 - eliminar,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,para drenar, para drenar,Ejemplo de uso con 排 - para drenar,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,para empujar a abrir, para empujar a abrir,Ejemplo de uso con 排 - para empujar a abrir,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,pelotón, pelotón,Ejemplo de uso con 排 - pelotón,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,balsa, balsa,Ejemplo de uso con 排 - balsa,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
排,pai,"clasificador para líneas, filas, etc."," clasificador para líneas, filas, etc.","Ejemplo de uso con 排 - clasificador para líneas, filas, etc.",https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob,466092
刺,ci,espina,espina,Ejemplo de uso con 刺 - espina,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,picadura, picadura,Ejemplo de uso con 刺 - picadura,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,empuje, empuje,Ejemplo de uso con 刺 - empuje,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,pinchar, pinchar,Ejemplo de uso con 刺 - pinchar,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,para perforar, para perforar,Ejemplo de uso con 刺 - para perforar,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,apuñalar, apuñalar,Ejemplo de uso con 刺 - apuñalar,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,asesinar, asesinar,Ejemplo de uso con 刺 - asesinar,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
刺,ci,asesinar, asesinar,Ejemplo de uso con 刺 - asesinar,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob,459008
油,you,aceite,aceite,Ejemplo de uso con 油 - aceite,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,gordo, gordo,Ejemplo de uso con 油 - gordo,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,grasa, grasa,Ejemplo de uso con 油 - grasa,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,petróleo, petróleo,Ejemplo de uso con 油 - petróleo,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,"para aplicar aceite tung, pintura o barniz"," para aplicar aceite tung, pintura o barniz","Ejemplo de uso con 油 - para aplicar aceite tung, pintura o barniz",https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,aceitoso, aceitoso,Ejemplo de uso con 油 - aceitoso,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,grasiento, grasiento,Ejemplo de uso con 油 - grasiento,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,fácil, fácil,Ejemplo de uso con 油 - fácil,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
油,you,astuto, astuto,Ejemplo de uso con 油 - astuto,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob,458865
神,shen,dios,dios,Ejemplo de uso con 神 - dios,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,deidad, deidad,Ejemplo de uso con 神 - deidad,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,sobrenatural, sobrenatural,Ejemplo de uso con 神 - sobrenatural,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,mágico, mágico,Ejemplo de uso con 神 - mágico,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,misterioso, misterioso,Ejemplo de uso con 神 - misterioso,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,espíritu, espíritu,Ejemplo de uso con 神 - espíritu,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,mente, mente,Ejemplo de uso con 神 - mente,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,energía, energía,Ejemplo de uso con 神 - energía,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,dinámico, dinámico,Ejemplo de uso con 神 - dinámico,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,expresivo, expresivo,Ejemplo de uso con 神 - expresivo,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,mirar, mirar,Ejemplo de uso con 神 - mirar,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,expresión, expresión,Ejemplo de uso con 神 - expresión,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,(coll.) Impresionante, (coll.) Impresionante,Ejemplo de uso con 神 - (coll.) Impresionante,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
神,shen,asombroso, asombroso,Ejemplo de uso con 神 - asombroso,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob,451800
但,dan,pero,pero,Ejemplo de uso con 但 - pero,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,todavía, todavía,Ejemplo de uso con 但 - todavía,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,sin embargo, sin embargo,Ejemplo de uso con 但 - sin embargo,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,aún, aún,Ejemplo de uso con 但 - aún,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,meramente, meramente,Ejemplo de uso con 但 - meramente,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,solo, solo,Ejemplo de uso con 但 - solo,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
但,dan,justo, justo,Ejemplo de uso con 但 - justo,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob,442836
官,guan,funcionario del gobierno,funcionario del gobierno,Ejemplo de uso con 官 - funcionario del gobierno,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
官,guan,gubernamental, gubernamental,Ejemplo de uso con 官 - gubernamental,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
官,guan,oficial, oficial,Ejemplo de uso con 官 - oficial,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
官,guan,público, público,Ejemplo de uso con 官 - público,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
官,guan,órgano del cuerpo, órgano del cuerpo,Ejemplo de uso con 官 - órgano del cuerpo,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
官,guan,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 官 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob,439092
清,qing,"(de agua, etc.) claro","(de agua, etc.) claro","Ejemplo de uso con 清 - (de agua, etc.) claro",https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,limpio, limpio,Ejemplo de uso con 清 - limpio,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,tranquilo, tranquilo,Ejemplo de uso con 清 - tranquilo,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,aún, aún,Ejemplo de uso con 清 - aún,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,puro, puro,Ejemplo de uso con 清 - puro,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,sin corrupto, sin corrupto,Ejemplo de uso con 清 - sin corrupto,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,claro, claro,Ejemplo de uso con 清 - claro,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,distinto, distinto,Ejemplo de uso con 清 - distinto,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,para despejar, para despejar,Ejemplo de uso con 清 - para despejar,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
清,qing,para liquidar (cuentas), para liquidar (cuentas),Ejemplo de uso con 清 - para liquidar (cuentas),https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob,437975
靠,kao,apoyarse o encender o encender,apoyarse o encender o encender,Ejemplo de uso con 靠 - apoyarse o encender o encender,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,estar al lado de, estar al lado de,Ejemplo de uso con 靠 - estar al lado de,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,acercarse a, acercarse a,Ejemplo de uso con 靠 - acercarse a,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,depender de, depender de,Ejemplo de uso con 靠 - depender de,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,confiar, confiar,Ejemplo de uso con 靠 - confiar,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,para follar (vulgar), para follar (vulgar),Ejemplo de uso con 靠 - para follar (vulgar),https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
靠,kao,Drama de vestuario militar tradicional donde los artistas usan armadura (vieja), Drama de vestuario militar tradicional donde los artistas usan armadura (vieja),Ejemplo de uso con 靠 - Drama de vestuario militar tradicional donde los artistas usan armadura (vieja),https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob,432621
掌,zhang,palma de la mano,palma de la mano,Ejemplo de uso con 掌 - palma de la mano,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,suela del pie, suela del pie,Ejemplo de uso con 掌 - suela del pie,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,pata, pata,Ejemplo de uso con 掌 - pata,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,herradura, herradura,Ejemplo de uso con 掌 - herradura,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,para abofetear, para abofetear,Ejemplo de uso con 掌 - para abofetear,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,para sostenerse en la mano, para sostenerse en la mano,Ejemplo de uso con 掌 - para sostenerse en la mano,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
掌,zhang,para manejar, para manejar,Ejemplo de uso con 掌 - para manejar,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob,426986
工程,gong cheng,ingeniería,ingeniería,Ejemplo de uso con 工程 - ingeniería,https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob,421725
工程,gong cheng,un proyecto de ingeniería, un proyecto de ingeniería,Ejemplo de uso con 工程 - un proyecto de ingeniería,https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob,421725
工程,gong cheng,proyecto, proyecto,Ejemplo de uso con 工程 - proyecto,https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob,421725
工程,gong cheng,empresa, empresa,Ejemplo de uso con 工程 - empresa,https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob,421725
工程,gong cheng,"CL: 個 | 个 [GE4], 項 | 项 [xiang4]"," CL: 個 | 个 [GE4], 項 | 项 [xiang4]","Ejemplo de uso con 工程 - CL: 個 | 个 [GE4], 項 | 项 [xiang4]",https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob,421725
紝,ren,tejer,tejer,Ejemplo de uso con 紝 - tejer,https://translate.google.com/translate_tts?ie=UTF-8&q=紝&tl=zh&client=tw-ob,419436
